bin_start,bin_end,count
0.0,3.910891089108911,3137
3.910891089108911,7.821782178217822,3462
7.821782178217822,11.732673267326732,3219
11.732673267326732,15.643564356435643,2969
15.643564356435643,19.554455445544555,2893
19.554455445544555,23.465346534653463,2730
23.465346534653463,27.376237623762375,2625
27.376237623762375,31.287128712871286,2582
31.287128712871286,35.198019801980195,2389
35.198019801980195,39.10891089108911,2295
39.10891089108911,43.01980198019802,2308
43.01980198019802,46.930693069306926,1579
46.930693069306926,50.84158415841584,2160
50.84158415841584,54.75247524752475,2037
54.75247524752475,58.663366336633665,2018
58.663366336633665,62.57425742574257,1989
62.57425742574257,66.48514851485149,1814
66.48514851485149,70.39603960396039,1833
70.39603960396039,74.3069306930693,1664
74.3069306930693,78.21782178217822,1620
78.21782178217822,82.12871287128712,1589
82.12871287128712,86.03960396039604,1535
86.03960396039604,89.95049504950495,1090
89.95049504950495,93.86138613861385,1406
93.86138613861385,97.77227722772277,1336
97.77227722772277,101.68316831683168,1263
101.68316831683168,105.5940594059406,1239
105.5940594059406,109.5049504950495,1149
109.5049504950495,113.41584158415841,1112
113.41584158415841,117.32673267326733,1103
117.32673267326733,121.23762376237623,987
121.23762376237623,125.14851485148515,1004
125.14851485148515,129.05940594059405,937
129.05940594059405,132.97029702970298,713
132.97029702970298,136.88118811881188,888
136.88118811881188,140.79207920792078,854
140.79207920792078,144.7029702970297,810
144.7029702970297,148.6138613861386,749
148.6138613861386,152.5247524752475,710
152.5247524752475,156.43564356435644,641
156.43564356435644,160.34653465346534,647
160.34653465346534,164.25742574257424,556
164.25742574257424,168.16831683168317,519
168.16831683168317,172.07920792079207,531
172.07920792079207,175.99009900990097,360
175.99009900990097,179.9009900990099,469
179.9009900990099,183.8118811881188,415
183.8118811881188,187.7227722772277,407
187.7227722772277,191.63366336633663,368
191.63366336633663,195.54455445544554,334
195.54455445544554,199.45544554455446,321
199.45544554455446,203.36633663366337,263
203.36633663366337,207.27722772277227,290
207.27722772277227,211.1881188118812,242
211.1881188118812,215.0990099009901,213
215.0990099009901,219.009900990099,185
219.009900990099,222.92079207920793,136
222.92079207920793,226.83168316831683,167
226.83168316831683,230.74257425742573,156
230.74257425742573,234.65346534653466,164
234.65346534653466,238.56435643564356,137
238.56435643564356,242.47524752475246,140
242.47524752475246,246.3861386138614,115
246.3861386138614,250.2970297029703,96
250.2970297029703,254.2079207920792,77
254.2079207920792,258.1188118811881,72
258.1188118811881,262.029702970297,68
262.029702970297,265.94059405940595,63
265.94059405940595,269.8514851485148,62
269.8514851485148,273.76237623762376,59
273.76237623762376,277.6732673267327,53
277.6732673267327,281.58415841584156,50
281.58415841584156,285.4950495049505,42
285.4950495049505,289.4059405940594,41
289.4059405940594,293.3168316831683,26
293.3168316831683,297.2277227722772,24
297.2277227722772,301.13861386138615,32
301.13861386138615,305.049504950495,16
305.049504950495,308.96039603960395,13
308.96039603960395,312.8712871287129,15
312.8712871287129,316.78217821782175,18
316.78217821782175,320.6930693069307,11
320.6930693069307,324.6039603960396,9
324.6039603960396,328.5148514851485,6
328.5148514851485,332.4257425742574,4
332.4257425742574,336.33663366336634,2
336.33663366336634,340.2475247524752,3
340.2475247524752,344.15841584158414,0
344.15841584158414,348.0693069306931,0
348.0693069306931,351.98019801980195,1
351.98019801980195,355.8910891089109,0
355.8910891089109,359.8019801980198,2
359.8019801980198,363.7128712871287,0
363.7128712871287,367.6237623762376,0
367.6237623762376,371.53465346534654,0
371.53465346534654,375.4455445544554,1
375.4455445544554,379.35643564356434,1
379.35643564356434,383.26732673267327,0
383.26732673267327,387.1782178217822,0
387.1782178217822,391.08910891089107,0
391.08910891089107,395.0,1
