bin_start,bin_end,count
7.0,97.75675675675676,36
97.75675675675676,188.51351351351352,1
188.51351351351352,279.27027027027026,3
279.27027027027026,370.02702702702703,1
370.02702702702703,460.7837837837838,3
460.7837837837838,551.5405405405405,1
551.5405405405405,642.2972972972973,0
642.2972972972973,733.0540540540541,0
733.0540540540541,823.8108108108108,0
823.8108108108108,914.5675675675676,0
914.5675675675676,1005.3243243243244,0
1005.3243243243244,1096.081081081081,0
1096.081081081081,1186.837837837838,0
1186.837837837838,1277.5945945945946,0
1277.5945945945946,1368.3513513513515,0
1368.3513513513515,1459.1081081081081,0
1459.1081081081081,1549.8648648648648,0
1549.8648648648648,1640.6216216216217,0
1640.6216216216217,1731.3783783783783,0
1731.3783783783783,1822.1351351351352,0
1822.1351351351352,1912.8918918918919,0
1912.8918918918919,2003.6486486486488,0
2003.6486486486488,2094.4054054054054,0
2094.4054054054054,2185.162162162162,0
2185.162162162162,2275.9189189189187,0
2275.9189189189187,2366.675675675676,1
2366.675675675676,2457.4324324324325,0
2457.4324324324325,2548.189189189189,0
2548.189189189189,2638.945945945946,0
2638.945945945946,2729.702702702703,2
2729.702702702703,2820.4594594594596,0
2820.4594594594596,2911.2162162162163,0
2911.2162162162163,3001.972972972973,0
3001.972972972973,3092.7297297297296,0
3092.7297297297296,3183.4864864864867,0
3183.4864864864867,3274.2432432432433,1
3274.2432432432433,3365.0,1
