bin_start,bin_end,count
0.0,14.03448275862069,141
14.03448275862069,28.06896551724138,164
28.06896551724138,42.10344827586207,202
42.10344827586207,56.13793103448276,227
56.13793103448276,70.17241379310346,246
70.17241379310346,84.20689655172414,282
84.20689655172414,98.24137931034483,241
98.24137931034483,112.27586206896552,235
112.27586206896552,126.31034482758622,252
126.31034482758622,140.34482758620692,246
140.34482758620692,154.3793103448276,259
154.3793103448276,168.41379310344828,218
168.41379310344828,182.44827586206898,232
182.44827586206898,196.48275862068965,168
196.48275862068965,210.51724137931035,152
210.51724137931035,224.55172413793105,139
224.55172413793105,238.58620689655174,116
238.58620689655174,252.62068965517244,83
252.62068965517244,266.65517241379314,60
266.65517241379314,280.68965517241384,50
280.68965517241384,294.7241379310345,49
294.7241379310345,308.7586206896552,28
308.7586206896552,322.7931034482759,22
322.7931034482759,336.82758620689657,17
336.82758620689657,350.86206896551727,6
350.86206896551727,364.89655172413796,2
364.89655172413796,378.93103448275866,0
378.93103448275866,392.9655172413793,0
392.9655172413793,407.0,1
