bin_start,bin_end,count
0.0,232.20833333333334,66
232.20833333333334,464.4166666666667,90
464.4166666666667,696.625,88
696.625,928.8333333333334,62
928.8333333333334,1161.0416666666667,50
1161.0416666666667,1393.25,25
1393.25,1625.4583333333335,25
1625.4583333333335,1857.6666666666667,17
1857.6666666666667,2089.875,15
2089.875,2322.0833333333335,16
2322.0833333333335,2554.291666666667,9
2554.291666666667,2786.5,9
2786.5,3018.7083333333335,4
3018.7083333333335,3250.916666666667,8
3250.916666666667,3483.125,7
3483.125,3715.3333333333335,3
3715.3333333333335,3947.541666666667,2
3947.541666666667,4179.75,1
4179.75,4411.958333333334,1
4411.958333333334,4644.166666666667,0
4644.166666666667,4876.375,1
4876.375,5108.583333333334,0
5108.583333333334,5340.791666666667,0
5340.791666666667,5573.0,1
