bin_start,bin_end,count
0.0,19.476190476190474,738
19.476190476190474,38.95238095238095,23
38.95238095238095,58.42857142857142,57
58.42857142857142,77.9047619047619,61
77.9047619047619,97.38095238095238,83
97.38095238095238,116.85714285714285,121
116.85714285714285,136.33333333333331,160
136.33333333333331,155.8095238095238,212
155.8095238095238,175.28571428571428,245
175.28571428571428,194.76190476190476,285
194.76190476190476,214.2380952380952,304
214.2380952380952,233.7142857142857,306
233.7142857142857,253.19047619047618,265
253.19047619047618,272.66666666666663,265
272.66666666666663,292.1428571428571,187
292.1428571428571,311.6190476190476,153
311.6190476190476,331.0952380952381,113
331.0952380952381,350.57142857142856,112
350.57142857142856,370.04761904761904,78
370.04761904761904,389.5238095238095,42
389.5238095238095,409.0,20
