bin_start,bin_end,count
0.0,1.4705882352941178,267
1.4705882352941178,2.9411764705882355,401
2.9411764705882355,4.411764705882353,418
4.411764705882353,5.882352941176471,419
5.882352941176471,7.352941176470589,347
7.352941176470589,8.823529411764707,246
8.823529411764707,10.294117647058824,235
10.294117647058824,11.764705882352942,190
11.764705882352942,13.23529411764706,157
13.23529411764706,14.705882352941178,139
14.705882352941178,16.176470588235297,102
16.176470588235297,17.647058823529413,112
17.647058823529413,19.11764705882353,95
19.11764705882353,20.58823529411765,77
20.58823529411765,22.058823529411768,61
22.058823529411768,23.529411764705884,53
23.529411764705884,25.0,56
25.0,26.47058823529412,58
26.47058823529412,27.94117647058824,35
27.94117647058824,29.411764705882355,27
29.411764705882355,30.88235294117647,32
30.88235294117647,32.352941176470594,30
32.352941176470594,33.82352941176471,29
33.82352941176471,35.294117647058826,18
35.294117647058826,36.76470588235294,17
36.76470588235294,38.23529411764706,12
38.23529411764706,39.70588235294118,14
39.70588235294118,41.1764705882353,11
41.1764705882353,42.64705882352941,13
42.64705882352941,44.117647058823536,13
44.117647058823536,45.58823529411765,17
45.58823529411765,47.05882352941177,6
47.05882352941177,48.529411764705884,5
48.529411764705884,50.0,8
50.0,51.47058823529412,5
51.47058823529412,52.94117647058824,7
52.94117647058824,54.411764705882355,9
54.411764705882355,55.88235294117648,3
55.88235294117648,57.352941176470594,10
57.352941176470594,58.82352941176471,3
58.82352941176471,60.294117647058826,4
60.294117647058826,61.76470588235294,3
61.76470588235294,63.235294117647065,3
63.235294117647065,64.70588235294119,3
64.70588235294119,66.1764705882353,1
66.1764705882353,67.64705882352942,8
67.64705882352942,69.11764705882354,6
69.11764705882354,70.58823529411765,4
70.58823529411765,72.05882352941177,4
72.05882352941177,73.52941176470588,0
73.52941176470588,75.0,4
75.0,76.47058823529412,1
76.47058823529412,77.94117647058825,1
77.94117647058825,79.41176470588236,1
79.41176470588236,80.88235294117648,2
80.88235294117648,82.3529411764706,0
82.3529411764706,83.82352941176471,1
83.82352941176471,85.29411764705883,1
85.29411764705883,86.76470588235294,1
86.76470588235294,88.23529411764707,1
88.23529411764707,89.70588235294119,0
89.70588235294119,91.1764705882353,1
91.1764705882353,92.64705882352942,1
92.64705882352942,94.11764705882354,1
94.11764705882354,95.58823529411765,4
95.58823529411765,97.05882352941177,1
97.05882352941177,98.52941176470588,0
98.52941176470588,100.0,32
