bin_start,bin_end,count
1.0,108.3529411764706,236
108.3529411764706,215.7058823529412,248
215.7058823529412,323.05882352941177,198
323.05882352941177,430.4117647058824,206
430.4117647058824,537.7647058823529,221
537.7647058823529,645.1176470588235,239
645.1176470588235,752.4705882352941,227
752.4705882352941,859.8235294117648,228
859.8235294117648,967.1764705882354,225
967.1764705882354,1074.5294117647059,242
1074.5294117647059,1181.8823529411766,220
1181.8823529411766,1289.235294117647,219
1289.235294117647,1396.5882352941178,246
1396.5882352941178,1503.9411764705883,220
1503.9411764705883,1611.294117647059,218
1611.294117647059,1718.6470588235295,212
1718.6470588235295,1826.0,233
