bin_start,bin_end,count
0.0,2.3255813953488373,2285
2.3255813953488373,4.651162790697675,1440
4.651162790697675,6.976744186046512,1551
6.976744186046512,9.30232558139535,2281
9.30232558139535,11.627906976744187,1502
11.627906976744187,13.953488372093023,1501
13.953488372093023,16.27906976744186,2217
16.27906976744186,18.6046511627907,1561
18.6046511627907,20.930232558139537,1545
20.930232558139537,23.255813953488374,2256
23.255813953488374,25.581395348837212,1402
25.581395348837212,27.906976744186046,1522
27.906976744186046,30.232558139534884,2283
30.232558139534884,32.55813953488372,1524
32.55813953488372,34.88372093023256,1499
34.88372093023256,37.2093023255814,2246
37.2093023255814,39.53488372093023,1479
39.53488372093023,41.86046511627907,1504
41.86046511627907,44.18604651162791,2310
44.18604651162791,46.51162790697675,1548
46.51162790697675,48.83720930232558,1556
48.83720930232558,51.162790697674424,2343
51.162790697674424,53.48837209302326,1540
53.48837209302326,55.81395348837209,1449
55.81395348837209,58.139534883720934,2317
58.139534883720934,60.46511627906977,1475
60.46511627906977,62.79069767441861,1544
62.79069767441861,65.11627906976744,2345
65.11627906976744,67.44186046511628,1498
67.44186046511628,69.76744186046513,1534
69.76744186046513,72.09302325581396,2199
72.09302325581396,74.4186046511628,1473
74.4186046511628,76.74418604651163,1506
76.74418604651163,79.06976744186046,2308
79.06976744186046,81.39534883720931,1530
81.39534883720931,83.72093023255815,1527
83.72093023255815,86.04651162790698,2171
86.04651162790698,88.37209302325581,1497
88.37209302325581,90.69767441860466,1549
90.69767441860466,93.0232558139535,2281
93.0232558139535,95.34883720930233,1543
95.34883720930233,97.67441860465117,1462
97.67441860465117,100.0,2338
